Bytes,ExecTime
1024,89643130
1024,89661212
1024,89677982
1024,89705477
1024,89718621
1024,89756964
1024,89778211
1024,89805255
1024,89813151
1024,89839668
1024,89847250
1024,89867682
1024,90084407
1024,90095600
1024,90131584
1024,90142680
1024,90177639
1024,90188799
1024,90390026
1024,90400479
1024,90411323
1024,90422648
1024,90434600
1024,90444542
1024,90453869
1024,90464285
1024,90475274
1024,90486077
1024,90496669
1024,90505923
1024,90517694
1024,90527199
1024,90536520
1024,90545828
1024,90596641
1024,90605841
1024,90618567
1024,90675580
1024,90685333
1024,90720594
1024,90731588
1024,90837728
1024,90845946
1024,90853366
1024,90858930
1024,90865959
1024,90871489
1024,90978637
1024,90992553
1024,91047155
1024,91056969
1024,91075180
1024,91905802
1024,91916343
1024,91956361
1024,91966175
1024,92092253
1024,92102327
1024,92115566
1024,92124402
1024,92137381
1024,92145561
1024,92157996
1024,92169602
1024,92182377
1024,92191128
1024,92201629
1024,92209673
1024,92284444
1024,92291029
1024,92297926
1024,92303847
1024,92310636
1024,92316920
1024,92323388
1024,92695496
1024,92740720
1024,92752234
1024,92791179
1024,92801038
1024,92904846
1024,92915119
1024,92926085
1024,92936951
1024,92947931
1024,92956953
1024,92984730
1024,93283141
1024,93291236
1024,93551121
1024,93576956
1024,93587619
1024,93768452
1024,93954235
1024,93977868
1024,94286013
1024,94377894
1024,94482398
1024,94704488
1024,94877566
1024,95008679
1024,95223465
1024,95256749
1024,97622840
1024,97637525
1024,97679916
1024,97690164
1024,97701726
1024,97732107
1024,97743296
1024,97753367
1024,97769439
1024,97780760
1024,97789435
1024,99925030
1024,99996172
1024,100041243
1024,100052501
1024,100064459
1024,100074635
1024,100193412
1024,100205253
1024,100216460
1024,100225997
1024,100237260
1024,100245709
1024,100256451
1024,100266020
1024,100276993
1024,100358656
1024,100373799
1024,100384497
1024,100396145
1024,100405637
1024,101496019
1024,101510657
1024,101520538
1024,101527264
1024,101536074
1024,101544305
1024,101553930
1024,101561660
1024,101571500
1024,101579716
1024,101589866
1024,101602764
1024,101613763
1024,101622111
1024,101632424
1024,101640967
1024,101648322
1024,101652841
1024,101658806
1024,101665553
1024,101671305
1024,101675066
1024,101680650
1024,101690364
1024,101695946
1024,101699477
1024,101704895
1024,101708300
1024,101713973
1024,101718094
1024,101723543
1024,101727564
1024,101733045
1024,101737213
1024,101741876
1024,101746078
1024,101751491
1024,101755004
1024,101760319
1024,101764180
1024,101769926
1024,101778828
1024,101784324
1024,101788725
1024,101793763
1024,101797682
1024,101802953
1024,101806898
1024,101812230
1024,101816114
1024,101821970
1024,101826187
1024,101831670
1024,101835548
1024,101841166
1024,101844848
1024,101850174
1024,101854514
1024,101860019
1024,101864095
1024,101869595
1024,101873634
1024,101878920
1024,101882991
1024,101887936
1024,101892009
1024,102000457
1024,102005670
1024,102011050
1024,102015389
1024,102020347
1024,102024635
1024,102029877
1024,102034024
1024,102039716
1024,102044308
1024,102049732
1024,102053379
1024,102058760
1024,102062358
1024,102068278
1024,102071843
1024,102077610
1024,102081569
1024,102087245
1024,102091437
1024,102096616
1024,102104784
1024,102110491
1024,102114557
1024,102120132
1024,102124357
1024,102132478
1024,102136689
1024,102141867
1024,102146167
1024,102160907
1024,102165992
1024,102172094
1024,102175741
1024,102180959
1024,102184941
1024,102190456
1024,102194293
1024,102200540
1024,102204712
1024,102209974
1024,102214078
1024,102219654
1024,102223933
1024,102229275
1024,102233474
1024,102239803
1024,102243969
1024,102249880
1024,102254021
1024,102259748
1024,102263960
1024,102269221
1024,102273593
1024,102540003
1024,102550602
1024,102583486
1024,102591824
1024,102748832
1024,102758848
1024,102797012
1024,102807188
1024,102923254
1024,102933771
1024,102973025
1024,102984923
1024,103033747
1024,103043408
1024,103126193
1024,103137241
1024,103175294
1024,103186357
1024,103694606
1024,103711362
1024,103721991
1024,103731515
1024,103740230
1024,103750578
1024,103762143
1024,103772360
1024,103781427
1024,103792731
1024,103802139
1024,103812672
1024,103822216
1024,103831972
1024,103841146
1024,103851763
1024,103860757
1024,103872143
1024,103881837
1024,103892021
1024,103904099
1024,103914990
1024,103924419
1024,103935738
1024,103945694
1024,103956669
1024,103966213
1024,103972502
1024,104069878
1024,104083813
1024,104091196
1024,104101349
1024,104109691
1024,104124001
1024,104131442
1024,104138825
1024,104144260
1024,104150939
1024,104156370
1024,104165983
1024,104173406
1024,104182120
1024,104190487
1024,104200021
1024,104206695
1024,104212318
1024,104215863
1024,104220739
1024,104224487
1024,104229501
1024,104233132
1024,104251202
1024,104260746
1024,104270847
1024,104279467
1024,104293200
1024,104319549
1024,104340541
1024,104349425
1024,104356770
1024,104362277
1024,104371325
1024,104378832
1024,104436461
1024,104447911
1024,104459355
1024,104583996
1024,104604945
1024,104620296
1024,104634918
1024,104641950
1024,104648825
1024,104654185
1024,104661913
1024,104670530
1024,104680847
1024,104686815
1024,104693974
1024,104699645
1024,104817103
1024,104828869
1024,104859953
1024,104867877
1024,107221879
1024,107316260
1024,107327469
1024,107356084
1024,107375631
1024,107391323
1024,107404365
1024,107416379
1024,107428346
1024,107436523
1024,107449341
1024,107457420
1024,107468066
1024,107478436
1024,107543417
1024,107552937
1024,108270698
1024,108288497
1024,108953986
1024,108979113
1024,108993490
1024,109003518
1024,109014272
1024,109087391
1024,109105532
1024,109118269
1024,109126794
1024,109136796
1024,109176615
1024,109189959
1024,109198901
1024,109209505
1024,109224394
1024,109234839
1024,109243018
1024,109254561
1024,109262741
1024,109273108
1024,109281570
1024,109291353
1024,109298824
1024,109309003
1024,109414358
1024,109431685
1024,109441054
1024,109535985
1024,109576126
1024,109589875
1024,109604349
1024,109611810
1024,109623166
1024,109629409
1024,109637846
1024,109643622
1024,109649958
1024,109655699
1024,109662179
1024,109669260
1024,109676040
1024,109682518
1024,109690135
1024,109698440
1024,109705464
1024,109710972
1024,109717564
1024,109723445
1024,109730035
1024,109735347
1024,109746797
1024,109753745
1024,109760408
1024,109767509
1024,109776639
1024,109782348
1024,109790454
1024,109800821
1024,109811886
1024,109821618
1024,109829221
1024,109837395
1024,109847489
1024,109854688
1024,109863093
1024,109868618
1024,109875051
1024,109880443
1024,109887781
1024,109893267
1024,109907726
1024,109916179
1024,109926592
1024,109937667
1024,109948388
1024,109957739
1024,109966247
1024,109974611
1024,109983334
1024,109988956
1024,109996542
1024,110001823
1024,110008399
1024,110015390
1024,110026841
1024,110037893
1024,110047895
1024,110059052
1024,110068438
1024,110084397
1024,110097308
1024,110109476
1024,110118027
1024,110133829
1024,110153715
1024,110163732
1024,110177628
1024,110186136
1024,110196221
1024,110205014
1024,110213309
1024,110223780
1024,110232969
1024,110243638
1024,110251555
1024,110268088
1024,110276660
1024,110286970
1024,110295790
1024,110306717
1024,110314056
1024,110321080
1024,110325601
1024,110331866
1024,110337119
1024,110343358
1024,110347464
1024,110352901
1024,110357157
1024,110362766
1024,110366431
1024,110371769
1024,110375858
1024,110380780
1024,110384208
1024,110389037
1024,110392641
1024,110474187
1024,110479146
1024,110485186
1024,110489680
1024,110494294
1024,110497498
1024,110510198
1024,110513763
1024,110518006
1024,110521052
1024,110524982
1024,110528083
1024,110531956
1024,110535002
1024,110538881
1024,110541896
1024,110545705
1024,110548787
1024,110552743
1024,110555767
1024,110560222
1024,110567294
1024,110572692
1024,110576937
1024,110581866
1024,110584943
1024,110589002
1024,110592042
1024,110595924
1024,110598973
1024,111232220
1024,111247366
1024,111653873
1024,111665910
1024,111677036
1024,111684948
1024,111695658
1024,111704231
1024,111716461
1024,111726422
1024,111738027
1024,111747942
1024,111760356
1024,111769082
1024,111781950
1024,111790036
1024,111856389
1024,111867648
1024,111892126
1024,111902587
1024,111919445
1024,111963065
1024,111972546
1024,111982154
1024,111989618
1024,111999524
1024,112007447
1024,112017355
1024,112136128
1024,112147769
1024,112158349
1024,112182916
1024,112530127
1024,112546238
1024,112567250
1024,112578160
1024,112589456
1024,112599814
1024,112638028
1024,112657285
1024,112667769
1024,112680578
1024,112689543
1024,112716411
1024,112726211
1024,112772701
1024,112782961
1024,113043713
1024,113057202
1024,113143575
1024,113156232
1024,113166519
1024,113186871
1024,113201509
1024,113254488
1024,113465232
1024,113475767
1024,113486576
1024,113501110
1024,113516289
1024,113784716
1024,113797678
1024,113822264
1024,113839894
1024,114034254
1024,114064962
1024,114100875
1024,114283278
1024,114290279
1024,114491872
1024,114613425
1024,114624578
1024,114690134
