Bytes,ExecTime
1024,909548123
1024,910022427
1024,910248512
1024,910581210
1024,910870578
1024,911104231
1024,911382706
1024,911655207
1024,911952572
1024,912292504
1024,912542751
1024,912880401
1024,913195204
1024,913353777
1024,913569712
1024,913747981
1024,913980592
1024,914200938
1024,914483890
1024,914753411
1024,915007358
1024,915277558
1024,915549224
1024,915797868
1024,916059156
1024,916230264
1024,916480116
1024,916741148
1024,916998066
1024,917302988
1024,917543457
1024,917556213
1024,917819490
1024,920208371
1024,920221719
1024,920233214
1024,920241282
1024,920251380
1024,920567295
1024,920593236
1024,920640684
1024,920661709
1024,920704218
1024,920714120
1024,920758609
1024,920768060
1024,920804376
1024,920826432
1024,920862507
1024,920874178
1024,920916898
1024,920927843
1024,920983661
1024,920994507
1024,921027944
1024,921038328
1024,921154806
1024,921172751
1024,921184987
1024,921211794
1024,921221920
1024,921231902
1024,921246957
1024,921274429
1024,921298999
1024,921311341
1024,922031044
1024,922131140
1024,922143515
1024,922152694
1024,922161489
1024,922187719
1024,922207349
1024,922421044
1024,922435242
1024,922447932
1024,922462623
1024,922492569
1024,922510052
1024,922520042
1024,922530642
1024,922539930
1024,922550703
1024,922572562
1024,922646012
1024,922658833
1024,922669392
1024,922678954
1024,922689466
1024,922711678
1024,922778823
1024,922866587
1024,922884554
1024,922900589
1024,922920495
1024,922929484
1024,922939602
1024,922947987
1024,922959279
1024,922967817
1024,923101364
1024,923116382
1024,923129384
1024,923140172
1024,923148009
1024,923157168
1024,923165624
1024,923176794
1024,923187960
1024,923197703
1024,923205619
1024,923216659
1024,923224907
1024,923236192
1024,923244133
1024,923258667
1024,923266714
1024,923275827
1024,923284052
1024,923293484
1024,923301193
1024,923310271
1024,923319840
1024,923329885
1024,923337571
1024,923349883
1024,923357792
1024,923367670
1024,923380606
1024,923391269
1024,923399145
1024,923408596
1024,923415668
1024,923428198
1024,923436556
1024,923446004
1024,923455204
1024,923467464
1024,923639845
1024,923650472
1024,923663055
1024,923672834
1024,923682926
1024,923693597
1024,923703912
1024,923712546
1024,923723706
1024,923733618
1024,923744782
1024,923754644
1024,923764900
1024,923773337
1024,923782615
1024,923789532
1024,923898496
1024,923910226
1024,923959539
1024,923969601
1024,924016242
1024,924023281
1024,924031312
1024,924954870
1024,924968461
1024,924977008
1024,924983404
1024,924991636
1024,924998177
1024,925006633
1024,925012921
1024,925020944
1024,925028059
1024,925036977
1024,925043662
1024,925051700
1024,925059040
1024,925068694
1024,925073228
1024,925078443
1024,925081674
1024,925086881
1024,928269771
1024,928328151
1024,928346002
1024,928361678
1024,928397513
1024,928407728
1024,928420548
1024,928428552
1024,928442420
1024,928451699
1024,928478205
1024,928485550
1024,928522697
1024,928546067
1024,928614949
1024,928626810
1024,928644036
1024,928651205
1024,928770847
1024,928781792
1024,928842046
1024,928853577
1024,928866024
1024,928874778
1024,928885692
1024,928914551
1024,928938694
1024,928949312
1024,928960361
1024,928967672
1024,928976283
1024,928984137
1024,928997502
1024,929004980
1024,929013880
1024,929021716
1024,929046847
1024,929071849
1024,929083373
1024,929231344
1024,929240252
1024,929249373
1024,929256743
1024,929269423
1024,929276226
1024,929284516
1024,929291486
1024,929300521
1024,929307936
1024,930010832
1024,930029912
1024,930043187
1024,930097053
1024,930204549
1024,930220768
1024,930232879
1024,930250982
1024,930263202
1024,930302913
1024,930310857
1024,930358254
1024,930374544
1024,930422349
1024,930430627
1024,930438687
1024,930447792
1024,930456516
1024,930462212
1024,930469217
1024,930474891
1024,930481723
1024,930487543
1024,930496776
1024,930504825
1024,930515866
1024,930523630
1024,930529807
1024,935251718
1024,935266227
1024,935317803
1024,935326716
1024,935791127
1024,935803115
1024,935938057
1024,935947815
1024,936311306
1024,936323584
1024,936455698
1024,936465418
1024,936624169
1024,936635267
1024,936773291
1024,936783144
1024,936933872
1024,936947250
1024,937071262
1024,937081913
1024,937200880
1024,937210073
1024,937330952
1024,937341518
1024,937385508
1024,937395605
1024,937436368
1024,937444858
1024,937480266
1024,937491265
1024,937526593
1024,937537059
1024,937569210
1024,937578613
1024,937884947
1024,937895440
1024,937922326
1024,937931435
1024,937941876
1024,937949846
1024,937959970
1024,937971690
1024,937982287
1024,938038914
1024,938050511
1024,938062400
1024,938073306
1024,938082928
1024,938091410
1024,938101208
1024,938106818
1024,938114058
1024,938119586
1024,938126099
1024,938133669
1024,938145487
1024,938154469
1024,938165012
1024,938171517
1024,938178514
1024,938183895
1024,938191737
1024,938197181
1024,938203677
1024,938209795
1024,938221010
1024,938228589
1024,938573900
1024,938643339
1024,938682544
1024,938694080
1024,938706880
1024,938715105
1024,938743644
1024,939315257
1024,939328127
1024,939339016
1024,939346893
1024,939388321
1024,939399268
1024,939409144
1024,939416513
1024,939425672
1024,939433101
1024,939470742
1024,939480464
1024,939498852
1024,939507154
1024,939541917
1024,939552600
1024,939566807
1024,939574861
1024,939584503
1024,939592501
1024,939628969
1024,939637082
1024,939647115
1024,939654922
1024,939691961
1024,939703067
1024,939713490
1024,939721465
1024,939731514
1024,939738930
1024,939747734
1024,939794028
1024,939809093
1024,939820806
1024,939839553
1024,939854347
1024,939862243
1024,940066947
1024,940081248
1024,940090493
1024,940098664
1024,940106795
1024,940116344
1024,940136794
1024,940146775
1024,940162070
1024,940178908
1024,940191215
1024,940252283
1024,940266265
1024,940463013
1024,940485667
1024,940496898
1024,940506079
1024,940529521
1024,940545032
1024,940553529
1024,940563858
1024,940572277
1024,940597157
1024,940607614
1024,940617006
1024,940625324
1024,940635428
1024,940648811
1024,940660772
1024,940679973
1024,940690971
1024,940701021
1024,940887928
1024,940903043
1024,940912141
1024,940922473
1024,940965058
1024,940982323
1024,940992318
1024,941001664
1024,942080007
1024,942094978
1024,942182326
1024,942201120
1024,942214223
1024,942223398
1024,942232571
1024,942243120
1024,942250660
1024,942260164
1024,942268082
1024,942278205
1024,942292624
1024,942315504
1024,942327743
1024,942445784
1024,942458517
1024,942470705
1024,942478165
1024,942486841
1024,942493988
1024,942540005
1024,942550248
1024,942558982
1024,942570022
1024,943139926
1024,943153956
1024,943165388
1024,943172908
1024,943181699
1024,943188763
1024,943197093
1024,943204500
1024,943231977
1024,943243094
1024,943254539
1024,943264200
1024,943277458
1024,943297187
1024,943316727
1024,943325601
1024,943335181
1024,943342817
1024,943352612
1024,943360466
1024,943385698
1024,943394040
1024,943403264
1024,943410417
1024,943419545
1024,943427562
1024,943437511
1024,943455265
1024,943466414
1024,943477836
1024,943487488
1024,943495418
1024,943504943
1024,943512522
1024,943532441
1024,943542444
1024,943552935
1024,943561101
1024,943570692
1024,943581173
1024,943594435
1024,943612776
1024,943623242
1024,943630420
1024,943641919
1024,943649768
1024,943668358
1024,943676767
1024,943698040
1024,943706566
1024,943717081
1024,943725156
1024,943734494
1024,943742090
1024,943751569
1024,943769030
1024,944629983
1024,944644122
1024,944691342
1024,944701389
1024,944729744
1024,944739400
1024,944777172
1024,944790905
1024,945966234
1024,945987928
1024,945998449
1024,946048467
1024,946059875
1024,946069342
1024,946080649
1024,946089074
1024,946099119
1024,946115980
1024,946138243
1024,946159092
1024,946177490
1024,946188974
1024,946249228
1024,946268742
1024,946279412
1024,946300286
1024,946310766
1024,946322790
1024,946333563
1024,946345145
1024,946354607
1024,946365381
1024,946373564
1024,946395960
1024,946405042
1024,946414728
1024,946422405
1024,946432632
1024,946445254
1024,946455896
1024,946463565
1024,946473292
1024,946481226
1024,946490649
1024,946499104
1024,946508835
1024,946516507
1024,946526860
1024,946546791
1024,946564145
1024,946572657
1024,946582026
1024,946589189
1024,946601390
1024,946609879
1024,946619895
1024,946632139
1024,946646344
1024,946654693
1024,946668052
1024,946676392
1024,946688521
1024,946697131
1024,946707032
1024,946716205
1024,946725192
1024,946732802
1024,946742520
1024,946750297
1024,946760072
1024,946769038
1024,946778360
1024,947137318
1024,947155635
1024,947175583
1024,947185874
1024,947198275
1024,947204546
1024,947614348
1024,947628131
1024,947637482
1024,947648773
1024,947662971
1024,947673728
1024,947682553
1024,947692887
1024,947701275
1024,947711383
1024,947720017
1024,947730195
1024,947738365
1024,947748793
1024,947755740
1024,947764745
1024,947772447
1024,947782216
1024,947790273
1024,947805946
1024,947815048
1024,947825782
1024,947834657
1024,947840903
1024,947845607
1024,947851280
1024,947855701
1024,947861357
1024,947865176
1024,947870658
1024,947874391
1024,947879912
1024,947883548
1024,947978116
1024,947982969
1024,947988172
1024,947991844
1024,948001146
1024,948005455
1024,948010839
1024,948014463
1024,948020033
1024,948024021
1024,948029100
1024,948033079
1024,948038486
1024,948042764
1024,948048749
1024,948052957
1024,948058489
1024,948062364
1024,948067805
1024,948071918
1024,948077395
1024,948081949
1024,948087443
1024,948091519
1024,948099539
1024,948103929
1024,948109598
1024,948113893
1024,948119151
1024,948126528
1024,948132653
1024,948136552
1024,948142535
1024,948146570
1024,948152173
1024,948156297
1024,948161669
1024,948165947
1024,948171346
1024,948174999
1024,948179987
1024,948184266
1024,948189431
1024,948193728
1024,948199261
1024,948204256
1024,948210087
1024,948213816
1024,948218473
1024,948222445
1024,948227385
1024,948231515
1024,948236290
1024,948239610
1024,948244094
1024,948247410
1024,948252343
1024,948256531
1024,948262055
1024,948266185
1024,948271951
1024,948275559
1024,948280354
1024,948284862
1024,948289336
1024,948292741
1024,948297241
1024,948300760
1024,948312173
1024,948316804
1024,948321991
1024,948330124
1024,948335651
1024,948339339
1024,948344386
1024,948347994
1024,948353044
1024,948356828
1024,948362131
1024,948365800
1024,948370600
1024,948374262
1024,948379213
1024,948382974
1024,948388061
1024,948391800
1024,948396857
1024,948400507
1024,948405455
1024,948409189
1024,948414208
1024,948417838
1024,948423063
1024,948426808
1024,948431492
1024,948435042
1024,948440057
1024,948443733
1024,948448878
1024,948452608
1024,948473641
1024,948478158
1024,948483534
1024,948487379
1024,948492605
1024,948496217
1024,948501465
1024,948505278
1024,948510508
1024,948519092
1024,948524594
1024,948528291
1024,948533105
1024,948536848
1024,948544731
1024,948548567
1024,948553523
1024,948557005
1024,948561776
1024,948565346
1024,948570447
1024,948574125
1024,948579156
1024,948582859
1024,948588126
1024,948591724
1024,948596336
1024,948599957
1024,948604720
1024,948607886
1024,948612432
1024,948615619
1024,948936487
1024,948944691
1024,948951838
1024,948956471
1024,948971387
1024,948975711
1024,948981863
1024,948986415
1024,948992346
1024,949000171
1024,949006372
1024,949010317
1024,949016080
1024,950081358
1024,950094925
1024,951232098
1024,951251224
1024,951260360
1024,951265471
1024,951271850
1024,951279736
1024,951288728
1024,951294434
1024,951301113
1024,951306531
1024,951313099
1024,951318762
1024,951325403
1024,951330832
1024,951337314
1024,951342816
1024,951350077
1024,951365420
1024,951374451
1024,951379991
1024,951390005
1024,951395489
1024,951402075
1024,951407500
1024,951413953
1024,951419314
1024,951425945
1024,951433217
1024,951445268
1024,951451567
1024,951458299
1024,951464042
1024,951470727
1024,951476126
1024,951482882
1024,951489014
1024,951495769
1024,951501375
1024,951519716
1024,951525908
1024,951532729
1024,951538886
1024,951545745
1024,951551263
1024,951557960
1024,951563492
1024,951572394
1024,951578188
1024,951587177
1024,951594325
1024,951602033
1024,951607534
1024,951614203
1024,951642614
1024,951651768
1024,951666067
1024,951676103
1024,951684468
1024,951694881
1024,951702858
1024,951709906
1024,951715610
1024,951722447
1024,951732072
1024,951738678
1024,951744132
1024,951755704
1024,951761164
1024,951769106
1024,951777761
1024,951785783
1024,951791234
1024,951797674
1024,951803499
1024,951809905
1024,951815301
1024,951821711
1024,951827020
1024,951833467
1024,951839239
1024,951847298
1024,951855348
1024,951862787
1024,951868307
1024,951875017
1024,951880798
1024,951887229
1024,951896174
1024,951902619
1024,953437493
1024,953463952
1024,953478711
1024,953489294
1024,953501779
1024,953510962
1024,953528699
1024,953612845
1024,953622463
1024,953633158
1024,953646429
1024,953662199
1024,953671168
1024,953781927
1024,953792598
1024,953834795
1024,953843434
1024,958280141
1024,958325481
1024,958336672
1024,958344351
1024,958355508
1024,958387319
1024,958398135
1024,958406060
1024,958418166
1024,958452007
1024,958471701
1024,958488544
1024,958498151
1024,960735266
1024,961232567
1024,962358223
1024,962425090
1024,962438167
1024,962480680
1024,962492938
1024,962511050
1024,962520989
1024,962534225
1024,962542626
1024,962552335
1024,962561585
1024,962573231
1024,962581108
1024,962591663
1024,962602533
1024,962614413
1024,962622663
1024,962634265
1024,962643701
1024,962654974
1024,962664160
1024,962676180
1024,962685415
1024,962697165
1024,962706262
1024,962717920
1024,962728014
1024,962738288
1024,962747584
1024,962758623
1024,962767423
1024,962778212
1024,962826636
1024,962838198
1024,962844575
1024,962850122
1024,962853668
1024,962859643
1024,962864158
1024,963947273
1024,964017851
1024,964030136
1024,964038642
1024,964076270
1024,964088617
1024,964109455
1024,964128217
1024,964138196
1024,964148956
1024,964157157
1024,965486617
1024,965526614
1024,965547159
1024,965559136
1024,965572019
1024,965582473
1024,965596107
1024,965622728
1024,965636020
1024,965646177
1024,965656663
1024,965666302
1024,965686865
1024,965696691
1024,965708675
1024,965718727
1024,965730056
1024,965739961
1024,965750467
1024,965770286
1024,965782779
1024,965792086
1024,965802120
1024,965810538
1024,965821534
1024,965830235
1024,965853020
1024,965862314
1024,965873255
1024,965882407
1024,965892359
1024,965919589
1024,965933728
1024,965944106
1024,965952812
1024,965957924
1024,965964267
1024,965969356
1024,965975836
1024,965980567
1024,965997056
1024,966002866
1024,966009340
1024,966015487
1024,966022206
1024,966027243
1024,966032691
1024,966037476
1024,966043837
1024,966048568
1024,966054705
1024,966059305
1024,966076656
1024,966081813
1024,966088562
1024,966093792
1024,966099986
1024,966104209
1024,966110951
1024,966115562
1024,966121859
1024,966126598
1024,966132724
1024,966137235
1024,966154108
1024,966159701
1024,966166148
1024,966171027
1024,966177228
1024,966181712
1024,966188321
1024,966199548
1024,966206530
1024,966211484
1024,966228551
1024,966234046
1024,966240046
1024,966245011
1024,966250878
1024,966255674
1024,966261551
1024,966283901
1024,966343564
1024,966351931
1024,966362078
1024,966370505
1024,966391211
1024,966400137
1024,966410851
1024,966419052
1024,966430410
1024,966440733
1024,966450642
1024,966475160
1024,966486932
1024,966496749
1024,966507740
1024,966517330
1024,966527424
1024,966550958
1024,966561799
1024,966570153
1024,966580684
1024,966589213
1024,966603166
1024,966622052
1024,966634566
1024,966644132
1024,966656221
1024,966665226
1024,966676094
1024,966685728
1024,966707745
1024,966717730
1024,966729455
1024,966739125
1024,966751179
1024,966761434
1024,966784625
1024,966794743
1024,966805466
1024,966814318
1024,966825772
1024,966836242
1024,966856633
1024,966866611
1024,966878172
1024,966886854
1024,966897158
1024,966906601
1024,966917341
1024,966926857
1024,966938521
1024,966959878
1024,966972549
1024,966985467
1024,966996802
1024,967006410
1024,967017811
1024,967027868
1024,967038802
1024,967045112
1024,967051970
1024,967056636
1024,967062816
1024,967068045
1024,967094949
1024,967105099
1024,967116249
1024,967125572
1024,967137811
1024,967147751
1024,967158594
1024,967170302
1024,967181401
1024,967190284
1024,967200600
1024,967209939
1024,967222054
1024,967230909
1024,967242084
1024,967252947
1024,967264579
1024,967274402
1024,967288769
1024,967308776
1024,967320403
1024,967333649
1024,967345587
1024,967355119
1024,967366306
1024,967376199
1024,967386720
1024,967395287
1024,967405860
1024,967415462
1024,967426936
1024,967437659
1024,967448687
1024,967458821
1024,967470666
1024,967480329
1024,967522465
1024,967530425
1024,967540191
1024,967557905
1024,967569542
1024,967578423
1024,967588896
1024,967598253
1024,967609806
1024,967621551
1024,967632309
1024,967641435
1024,967652324
1024,967661682
1024,967672749
1024,967695080
1024,967706846
1024,967722886
1024,967735280
1024,967745018
1024,967755187
1024,967762950
1024,967775294
1024,967785285
1024,967795994
1024,967805223
1024,967823837
1024,967833907
1024,967844345
1024,967853286
1024,967863129
1024,967870879
1024,967880231
1024,967887257
1024,967894489
1024,967902658
1024,967913508
1024,967922707
1024,967933914
1024,967943194
1024,967955134
1024,967968406
1024,967976953
1024,968001390
1024,968015367
1024,968024110
1024,968035707
1024,968054064
1024,968062487
1024,968069749
1024,968076747
1024,968085804
1024,968093184
1024,968100940
1024,968108321
1024,968117423
1024,968125080
1024,968134212
1024,968142705
1024,968151202
1024,968158473
1024,968175181
1024,968181682
1024,968188052
1024,968191958
1024,968201352
1024,968205439
1024,968210512
1024,968213933
1024,968218819
1024,968222334
1024,968227143
1024,968230736
1024,968236412
1024,968240037
1024,968245140
1024,968248754
1024,968253691
1024,968257239
1024,968262051
1024,968265861
1024,968271169
1024,968274671
1024,968279713
1024,968283462
1024,968288568
1024,968292272
1024,968297375
1024,968301128
1024,968306362
1024,968310292
1024,968315755
1024,968319505
1024,968324642
1024,968328373
1024,968333326
1024,968337174
1024,968342240
1024,968346031
1024,968350946
1024,968376035
1024,968385907
1024,968389757
1024,968394963
1024,968398752
1024,968403826
1024,968413589
1024,968418999
1024,968422785
1024,968427975
1024,968431649
1024,968436624
1024,968440440
1024,968445572
1024,968449315
1024,968454237
1024,968457893
1024,968462350
1024,968465907
1024,975660477
1024,975676940
1024,975690470
1024,975700274
1024,975712627
1024,975722286
1024,975733908
1024,975743055
1024,975755381
1024,975764230
1024,975775947
1024,975786033
1024,975797651
1024,975806888
1024,975817940
1024,975827332
1024,975839033
1024,975849178
1024,975859965
1024,975868855
1024,975879848
1024,975889370
1024,975900765
1024,975910224
1024,975921987
1024,975931050
1024,975947952
1024,975956479
1024,975968050
1024,975977665
1024,975989387
1024,975998260
1024,976009122
1024,976018473
1024,976028991
1024,976037613
1024,976048551
1024,976057837
1024,976068329
1024,976078334
1024,976089564
1024,976099515
1024,976110402
1024,976119675
1024,976133005
1024,976142452
1024,976153311
1024,976162406
1024,976174007
1024,976183329
1024,976193440
1024,976202839
1024,976214004
1024,976223760
1024,976233952
1024,976242962
1024,976254255
1024,976263864
1024,976275785
1024,976284309
1024,976306404
1024,976316325
1024,976327812
1024,976337062
1024,976347891
1024,976357813
1024,976373089
1024,976381591
1024,976395018
1024,976403762
1024,976417256
1024,976425556
1024,976436647
1024,976444666
1024,976458071
1024,976467094
1024,976478797
1024,976488300
1024,976499683
1024,976509032
1024,976520126
1024,976568001
1024,976582382
1024,976594321
1024,976604241
1024,976612724
1024,976623264
1024,976632540
1024,976642797
1024,976651555
1024,976663361
1024,976672707
1024,976684805
1024,976698588
1024,976710579
1024,976722322
1024,976732817
1024,976743906
1024,976754312
1024,976763848
1024,976775029
1024,976784801
1024,976795907
1024,976804905
1024,976816525
1024,976826171
1024,976837535
1024,976846130
1024,976857134
1024,976866582
1024,976878273
1024,976887073
1024,976898311
1024,976908306
1024,976922858
1024,976932561
1024,976944403
1024,976953154
1024,976966964
1024,976976174
1024,976987897
1024,976998146
1024,977009124
1024,977018139
1024,977029066
1024,977039046
1024,977051520
1024,977059932
1024,977071376
1024,977081118
1024,977093436
1024,977101805
1024,977112757
1024,977125153
1024,977137118
1024,977146578
1024,977157031
1024,977166017
1024,977177098
1024,977186672
1024,977198880
1024,977208775
1024,977220238
1024,977229317
1024,977240479
1024,977250133
1024,977261890
1024,977271706
1024,977283206
1024,977295116
1024,977307029
1024,977316790
1024,977328474
1024,977350257
1024,977362102
1024,977371730
1024,977383018
1024,977393385
1024,977404878
1024,977412004
1024,977422772
1024,977431692
1024,977445267
1024,977455283
1024,977467187
1024,977476173
1024,977488783
1024,977508508
1024,977520039
1024,977529729
1024,977541626
1024,977550700
1024,977561905
1024,977571504
1024,977583165
1024,977592352
1024,977603566
1024,977613619
1024,977624112
1024,977633669
1024,977649887
1024,977693359
1024,977705489
1024,977713375
1024,977725688
1024,977734777
1024,977745434
1024,977753863
1024,977764825
1024,977773897
1024,977784325
1024,977793012
1024,977803943
1024,977812933
1024,977824415
1024,977834037
1024,977846018
1024,977855517
1024,977867089
1024,977876003
1024,977886962
1024,977896109
1024,977924514
1024,977932634
1024,977942751
1024,977951780
1024,977964776
1024,977973981
1024,977984335
1024,977994214
1024,978006084
1024,978015400
1024,978027362
1024,978037163
1024,978049344
1024,978061799
1024,978073778
1024,978082317
1024,978093748
1024,978103099
1024,978741799
1024,978798771
1024,978818963
1024,978995928
1024,979013227
1024,979024920
1024,979033464
1024,979043567
1024,979051445
1024,979061385
1024,979069362
1024,979079187
1024,979088621
1024,979098516
1024,979105996
1024,979115707
1024,979123973
1024,979134291
1024,979142613
1024,979152181
1024,979160776
1024,979172882
1024,979325849
1024,979349501
1024,979455296
1024,979477961
1024,979489125
1024,979505756
1024,979520085
1024,979537947
1024,979555050
1024,979581509
1024,979593904
1024,979618908
1024,979632370
1024,979645418
1024,979662009
1024,979682522
1024,979695644
1024,979708775
1024,979739968
1024,979749098
1024,979757977
1024,979764849
1024,979773122
1024,979779748
1024,979788194
1024,979795316
1024,979821512
1024,979868472
1024,979878176
1024,979911193
1024,979920517
1024,979987532
1024,980001518
1024,980014170
1024,980022312
1024,980031855
1024,980042010
1024,980114753
1024,980124906
1024,980163810
1024,980172844
1024,980186803
1024,980194851
1024,980206355
1024,980214972
1024,980247494
1024,980259328
1024,980272280
1024,980341479
1024,980351419
1024,980419758
1024,980427847
1024,980435991
1024,980442624
1024,980451448
1024,980459480
1024,980469481
1024,980479962
1024,980489867
1024,980783680
1024,980796890
1024,980829598
1024,980838265
1024,980948269
1024,980958363
1024,980969799
1024,980979045
1024,980989601
1024,980999236
1024,981008855
1024,981022863
1024,981035354
1024,981043542
1024,981053235
1024,981062913
1024,981099998
1024,981109144
1024,981144688
1024,981153472
1024,981898581
1024,981918353
1024,981929732
1024,981939841
1024,981954255
1024,981963453
1024,981974870
1024,981983661
1024,981993466
1024,982002237
1024,982013006
1024,982022683
1024,982033977
1024,982043458
1024,982054150
1024,982065572
1024,982077082
1024,982088353
1024,982102986
1024,982113208
1024,982124562
1024,982134045
1024,982149464
1024,982159402
1024,982171254
1024,982179890
1024,982189801
1024,982198641
1024,982209483
1024,982221853
1024,982232984
1024,982241552
1024,982252224
1024,982260848
1024,982273047
1024,982282598
1024,982293977
1024,982304015
1024,982315219
1024,982324842
1024,982337172
1024,982345933
1024,982357477
1024,982366085
1024,982377321
1024,982386604
1024,982407888
1024,982417828
1024,982428741
1024,982438187
1024,982449750
1024,982459058
1024,982469276
1024,982478329
1024,982489907
1024,982499669
1024,982511326
1024,982520250
1024,982531196
1024,982541063
1024,982578573
1024,982589305
1024,982600938
1024,982629021
1024,982645846
1024,982655867
1024,982668097
1024,982677849
1024,982697303
1024,982707055
1024,982718445
1024,982732123
1024,982743164
1024,982754359
1024,982765940
1024,982776053
1024,982786101
1024,982796789
1024,982808210
1024,982817920
1024,982829375
1024,982839183
1024,982849790
1024,982858747
1024,982869540
1024,982878908
1024,987375864
1024,987390139
1024,987402507
1024,987411804
1024,987422755
1024,987432735
1024,987448829
1024,987457842
1024,987466413
1024,987473193
1024,987481391
1024,987489232
1024,987497367
1024,987512899
1024,987559433
1024,987572156
1024,987581097
1024,987589794
1024,987601246
1024,987608891
1024,987633201
1024,987667799
1024,987677050
1024,987761205
1024,987779716
1024,987862502
1024,987879468
1024,987890811
1024,987914075
1024,987966325
1024,987979672
1024,987990514
1024,988001569
1024,988030953
1024,988054049
1024,988067013
1024,988091639
1024,988121755
1024,988185254
1024,988196470
1024,988205450
1024,988215379
1024,988226609
1024,988252394
1024,988264218
1024,988275299
1024,988282889
1024,988294390
1024,988305014
1024,988316736
1024,988337392
1024,988348672
1024,988356959
1024,988369659
1024,988378509
1024,988390092
1024,988407575
1024,988427367
1024,988437607
1024,988568652
1024,988578903
1024,988589941
1024,988606704
1024,988617989
1024,988627383
1024,988687839
1024,988699781
1024,988734709
1024,988748625
1024,988760665
1024,988769327
1024,988780514
1024,988794322
1024,988804443
1024,988859741
1024,988867789
1024,988877131
1024,988885252
1024,988900288
1024,988909095
1024,988919290
1024,988926498
1024,988940824
1024,988952650
1024,988964258
1024,988972804
1024,988988422
1024,989008271
1024,989022312
1024,989040229
1024,989053614
1024,989062987
1024,989079686
1024,989089402
1024,989098610
1024,989490803
1024,989502597
1024,989513449
1024,989659647
1024,989678696
1024,989708254
1024,989718249
1024,989733308
1024,989745920
1024,989762177
1024,989991988
1024,990049887
1024,990061305
1024,990071927
1024,990080365
1024,990091571
1024,990161394
1024,990178358
1024,990187559
1024,990197864
1024,990206010
1024,990215650
1024,990223457
1024,990234004
1024,990242584
1024,990252671
1024,990260743
1024,990269579
1024,990276654
1024,990284731
1024,990291754
1024,990302213
1024,990309986
1024,990319870
1024,990327821
1024,990337969
1024,990346246
1024,990356812
1024,990365597
1024,990374148
1024,990387203
1024,990395537
1024,990405640
1024,990414338
1024,990424124
1024,990431697
1024,990440918
1024,990450135
1024,990459234
1024,990472759
1024,990478427
1024,990484976
1024,990488903
1024,990495264
1024,990498717
1024,990503804
1024,990507403
1024,990541080
1024,990551893
1024,990557295
1024,990563600
